peak_index,time_ms,peak_voltage_mV,prominence_mV,pass_p8_h-30,pass_p8_h-20,pass_p8_h-10,pass_p10_h-30,pass_p10_h-20,pass_p10_h-10,pass_p12_h-30,pass_p12_h-20,pass_p12_h-10,pass_p15_h-30,pass_p15_h-20,pass_p15_h-10,pass_primary,pass_strict_height,event_class,group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,inside_stimulus_window,inside_steady_window
4595,459.5,-2.838134765625,10.467529296875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0
4662,466.2,5.767822265625,80.50537109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0
4725,472.50000000000006,-22.613525390625,11.260986328125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0
5640,564.0,-3.23486328125,11.199951171875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0
5715,571.5,3.5400390625,56.82373046875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0
5779,577.9000000000001,-21.331787109375,15.9912109375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0
6618,661.8000000000001,-2.960205078125,11.077880859375,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
6689,668.9000000000001,3.11279296875,55.48095703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
6753,675.3,-23.8037109375,14.09912109375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
7905,790.5000000000001,-3.021240234375,10.589599609375,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
7970,797.0,4.39453125,57.769775390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
8034,803.4,-24.5361328125,12.3291015625,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
9688,968.8,-2.99072265625,10.284423828125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
9751,975.1,5.035400390625,60.302734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
9812,981.2,-25.543212890625,10.25390625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1
3526,352.6,-2.960205078125,9.3994140625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
3590,359.00000000000006,6.378173828125,61.309814453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
3650,365.0,-22.613525390625,9.8876953125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
4386,438.6,-2.655029296875,11.016845703125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
4457,445.70000000000005,3.2958984375,55.145263671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
4521,452.1,-22.5830078125,14.892578125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
5224,522.4,-3.082275390625,10.68115234375,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
5295,529.5,3.753662109375,56.427001953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
5366,536.6,-24.444580078125,13.3056640625,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0
6441,644.1,-2.838134765625,11.23046875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
6507,650.7,5.859375,59.051513671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
6574,657.4,-27.16064453125,9.368896484375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
8035,803.5,-3.11279296875,10.43701171875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
8096,809.6,6.591796875,62.225341796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
9835,983.5,-3.204345703125,10.101318359375,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
9897,989.7,6.805419921875,83.282470703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,1
2798,279.8,-2.960205078125,8.636474609375,1,1,1,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
2863,286.3,6.927490234375,58.89892578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
2919,291.9,-23.193359375,8.056640625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
3523,352.3,-2.5634765625,11.260986328125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
3598,359.8,2.410888671875,53.466796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
3670,367.0,-24.84130859375,12.6953125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
4265,426.50000000000006,-2.593994140625,11.77978515625,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
4335,433.5,5.645751953125,57.037353515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
4414,441.40000000000003,-26.91650390625,10.711669921875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
5254,525.4,-2.288818359375,11.53564453125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
5321,532.1,7.049560546875,60.60791015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
5391,539.1,-26.79443359375,9.613037109375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0
6599,659.9000000000001,-2.5634765625,11.016845703125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
6663,666.3,7.38525390625,61.6455078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
6730,673.0,-26.85546875,8.331298828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
8138,813.8000000000001,-2.685546875,11.383056640625,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
8203,820.3000000000001,7.87353515625,62.225341796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
9729,972.9000000000001,-2.44140625,12.939453125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
9797,979.7,8.72802734375,84.9609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1
2976,297.6,4.180908203125,8.575439453125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
3039,303.9,14.22119140625,59.967041015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
3675,367.5,4.45556640625,11.71875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
3746,374.6,10.7421875,54.229736328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
3813,381.3,-17.27294921875,13.214111328125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
4338,433.8,4.364013671875,12.054443359375,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
4409,440.90000000000003,11.71875,55.96923828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
4482,448.20000000000005,-17.791748046875,13.24462890625,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
5182,518.2,4.425048828125,11.566162109375,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
5249,524.9,13.702392578125,58.013916015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
5316,531.6,-19.256591796875,10.772705078125,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0
6324,632.4000000000001,4.21142578125,11.04736328125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
6387,638.7,14.46533203125,61.370849609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
7697,769.7,4.119873046875,11.199951171875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
7759,775.9000000000001,14.83154296875,62.255859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
9205,920.5000000000001,3.997802734375,11.77978515625,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
9269,926.9000000000001,15.5029296875,62.68310546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
10773,1077.3000000000002,3.90625,12.75634765625,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
10842,1084.2,16.082763671875,91.552734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,1
2555,255.5,15.960693359375,59.2041015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
3124,312.40000000000003,5.615234375,11.962890625,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
3199,319.90000000000003,11.688232421875,53.009033203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
3272,327.2,-18.6767578125,10.6201171875,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
3722,372.20000000000005,5.401611328125,11.688232421875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
3793,379.3,14.007568359375,55.694580078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
3886,388.6,-20.99609375,8.6669921875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
4463,446.3,5.4931640625,12.664794921875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
4534,453.40000000000003,15.625,57.55615234375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
4604,460.40000000000003,-19.8974609375,9.185791015625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
5459,545.9000000000001,5.4931640625,12.6953125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
5526,552.6,16.66259765625,60.821533203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0
6678,667.8000000000001,5.37109375,12.420654296875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
6748,674.8000000000001,16.693115234375,61.431884765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
8058,805.8000000000001,5.615234375,13.641357421875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
8128,812.8000000000001,17.547607421875,62.19482421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
9481,948.1,5.615234375,14.892578125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
9560,956.0000000000001,17.578125,62.042236328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
10911,1091.1,5.4931640625,16.29638671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
10995,1099.5000000000002,18.37158203125,89.324951171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,1
2406,240.6,16.357421875,59.02099609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
2931,293.1,6.103515625,12.481689453125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
3006,300.6,12.02392578125,52.154541015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
3467,346.7,5.92041015625,12.847900390625,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
3542,354.2,13.153076171875,53.375244140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
4107,410.7,5.645751953125,13.153076171875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
4182,418.2,15.13671875,55.877685546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
5038,503.8,6.04248046875,13.12255859375,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
5109,510.90000000000003,15.9912109375,58.04443359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,0
6181,618.1,5.55419921875,13.336181640625,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
6255,625.5,16.693115234375,59.600830078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
7446,744.6,6.256103515625,14.678955078125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
7520,752.0,17.2119140625,59.967041015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
8805,880.5000000000001,5.92041015625,15.777587890625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
8887,888.7,17.913818359375,60.821533203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
10166,1016.5999999999999,5.767822265625,17.27294921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
10255,1025.5,18.4326171875,92.498779296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1
2393,239.3,16.876220703125,57.769775390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
2889,288.9,5.615234375,12.481689453125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
2970,297.00000000000006,13.031005859375,52.18505859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
3404,340.40000000000003,5.859375,13.5498046875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
3483,348.3,14.09912109375,53.375244140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
4040,404.0,5.615234375,13.580322265625,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
4124,412.40000000000003,14.984130859375,54.718017578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
4943,494.3,6.2255859375,14.984130859375,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
5024,502.4000000000001,15.777587890625,56.2744140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,0
6045,604.5,6.34765625,16.7236328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
6134,613.4000000000001,17.364501953125,58.41064453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
7281,728.1000000000001,6.34765625,17.364501953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
7374,737.4000000000001,18.463134765625,59.326171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
8522,852.2,5.828857421875,19.012451171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
8629,862.9,19.012451171875,59.50927734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
9834,983.4000000000001,6.805419921875,20.782470703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
9939,993.9,19.256591796875,95.977783203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
11100,1110.0,6.439208984375,22.0947265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
11219,1121.9,18.646240234375,58.929443359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1
2257,225.70000000000002,24.078369140625,57.06787109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
