peak_index,time_ms,peak_voltage_mV,prominence_mV,pass_p8_h-30,pass_p8_h-20,pass_p8_h-10,pass_p10_h-30,pass_p10_h-20,pass_p10_h-10,pass_p12_h-30,pass_p12_h-20,pass_p12_h-10,pass_p15_h-30,pass_p15_h-20,pass_p15_h-10,pass_primary,pass_strict_height,event_class,group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,inside_stimulus_window,inside_steady_window,stratum
8205,820.5,-19.622802734375,53.192138671875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,5,250.0,131.20000000000002,1131.2,1,1,WT|WT_15|primary_lost_at_minus10
5212,521.2,-19.134521484375,33.50830078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,9,450.0,131.20000000000002,1131.2,1,0,WT|WT_15|primary_lost_at_minus10
2603,260.3,-18.096923828125,34.576416015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,10,500.0,131.20000000000002,1131.2,1,0,WT|WT_15|primary_lost_at_minus10
8682,868.2,-16.4794921875,35.369873046875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,10,500.0,131.20000000000002,1131.2,1,1,WT|WT_15|primary_lost_at_minus10
4805,480.50000000000006,-16.66259765625,34.11865234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,11,550.0,131.20000000000002,1131.2,1,0,WT|WT_15|primary_lost_at_minus10
10384,1038.4,-15.228271484375,35.09521484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_15|primary_lost_at_minus10
6022,602.2,-14.7705078125,34.7900390625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_15|primary_lost_at_minus10
11179,1117.9,-13.458251953125,35.64453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_15,/root/neurothermo/WT/cc_15.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_15|primary_lost_at_minus10
2186,218.60000000000002,-26.336669921875,29.35791015625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,4,200.0,131.20000000000002,1131.2,1,0,WT|WT_15|relaxed_only
1949,194.9,-24.47509765625,30.6396484375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,6,300.0,131.20000000000002,1131.2,1,0,WT|WT_15|relaxed_only
7899,789.9000000000001,-22.8271484375,31.55517578125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,6,300.0,131.20000000000002,1131.2,1,1,WT|WT_15|relaxed_only
3251,325.1,-22.125244140625,32.1044921875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_15|relaxed_only
7608,760.8000000000001,-20.5078125,33.75244140625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,7,350.0,131.20000000000002,1131.2,1,1,WT|WT_15|relaxed_only
2423,242.3,-21.881103515625,31.8603515625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,8,400.0,131.20000000000002,1131.2,1,0,WT|WT_15|relaxed_only
6573,657.3,-20.233154296875,33.233642578125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,8,400.0,131.20000000000002,1131.2,1,1,WT|WT_15|relaxed_only
1523,152.3,-20.416259765625,31.3720703125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_15,/root/neurothermo/WT/cc_15.abf,12,600.0,131.20000000000002,1131.2,1,0,WT|WT_15|relaxed_only
8648,864.8000000000001,-19.989013671875,32.196044921875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,9,450.0,131.20000000000002,1131.2,1,1,WT|WT_16|primary_lost_at_minus10
7554,755.4000000000001,-19.287109375,30.76171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,10,500.0,131.20000000000002,1131.2,1,1,WT|WT_16|primary_lost_at_minus10
2384,238.4,-19.744873046875,30.670166015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0,WT|WT_16|primary_lost_at_minus10
6423,642.3,-18.85986328125,30.3955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_16|primary_lost_at_minus10
10131,1013.1000000000001,-18.280029296875,31.25,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_16|primary_lost_at_minus10
4440,444.0,-18.280029296875,29.4189453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0,WT|WT_16|primary_lost_at_minus10
7825,782.5000000000001,-16.998291015625,30.8837890625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_16|primary_lost_at_minus10
11214,1121.3999999999999,-17.425537109375,30.57861328125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_16|primary_lost_at_minus10
6314,631.4000000000001,-22.979736328125,32.470703125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,4,200.0,131.20000000000002,1131.2,1,1,WT|WT_16|relaxed_only
5690,569.0000000000001,-22.76611328125,32.257080078125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,6,300.0,131.20000000000002,1131.2,1,0,WT|WT_16|relaxed_only
5110,511.0,-21.453857421875,33.3251953125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_16|relaxed_only
2783,278.3,-22.03369140625,31.31103515625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,8,400.0,131.20000000000002,1131.2,1,0,WT|WT_16|relaxed_only
8866,886.6,-21.087646484375,32.012939453125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,8,400.0,131.20000000000002,1131.2,1,1,WT|WT_16|relaxed_only
5053,505.29999999999995,-20.81298828125,31.6162109375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,9,450.0,131.20000000000002,1131.2,1,0,WT|WT_16|relaxed_only
10718,1071.8000000000002,-21.1181640625,30.914306640625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,9,450.0,131.20000000000002,1131.2,1,1,WT|WT_16|relaxed_only
2111,211.10000000000002,-20.233154296875,29.35791015625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0,WT|WT_16|relaxed_only
